Age,Gender,Education Level,Job Title,Years of Experience,Salary
27,Male,Master's,Database Administrator,5.8,99500
25,Female,Bachelor's,DevOps Engineer,4.7,75200
31,Female,Master's,Senior QA Engineer,8.6,126800
26,Male,Bachelor's,UI/UX Designer,3.7,62000
33,Female,Master's,Senior Automation Engineer,10.0,134500
24,Male,Bachelor's,Junior Software Developer,1.1,36100
25,Male,Bachelor's,Automation Engineer,5.9,88300
26,Male,Bachelor's,QA Engineer,3.0,59800
24,Female,Master's,Junior Cloud Support Engineer,1.7,45400
23,Female,Bachelor's,Junior Data Analyst,1.8,46500
22,Female,Bachelor's,QA Engineer,3.1,61900
25,Female,Bachelor's,Software Engineer,3.5,63800
21,Female,Master's,Junior Data Analyst,0.4,31000
45,Female,Master's,Chief Information Security Officer,26.1,255200
31,Female,Master's,Database Manager,12.5,166000
37,Female,Master's,Director of Cybersecurity,15.4,182600
24,Female,Bachelor's,Junior Database Administrator,0.8,30300
28,Male,Master's,DevOps Engineer,5.5,91900
24,Female,Bachelor's,Network Engineer,3.2,56400
33,Male,Bachelor's,Technical Program Manager,11.6,143900
24,Female,Master's,IT Business Analyst,3.8,66900
25,Female,Bachelor's,Software Test Engineer,3.3,64600
30,Female,Master's,Senior Cloud Engineer,10.8,151400
33,Female,Master's,Database Manager,10.2,143100
31,Female,Master's,Senior Cloud Engineer,11.8,164100
32,Male,Master's,Platform Engineer,9.7,142000
45,Male,Bachelor's,Director of Software Development,25.8,224800
28,Male,Bachelor's,Senior System Administrator,6.5,96400
22,Male,Master's,Junior DevOps Engineer,0.1,30800
23,Female,Bachelor's,Junior Software Developer,1.3,35600
27,Male,Bachelor's,Machine Learning Engineer,6.1,85700
31,Female,Master's,Senior UI/UX Designer,8.8,127200
25,Male,Bachelor's,Junior Cybersecurity Analyst,1.8,47200
38,Female,PhD,VP of Information Technology,18.4,224400
26,Female,PhD,Senior Mobile App Developer,6.7,113200
26,Female,Bachelor's,Software Engineer,3.6,63400
30,Male,Bachelor's,Platform Engineer,10.0,135600
22,Male,Bachelor's,Software Test Engineer,3.5,68900
26,Male,Master's,Data Scientist,6.9,117000
22,Male,Bachelor's,DevOps Engineer,3.3,57900
29,Female,Master's,Senior Automation Engineer,7.3,113100
37,Male,Master's,Principal Engineer,14.9,176500
20,Female,Master's,Junior UI/UX Designer,0.0,26700
21,Male,Bachelor's,Junior Business Intelligence Analyst,1.8,42600
26,Male,Bachelor's,IT Consultant,4.6,71600
22,Male,Master's,Junior DevOps Engineer,1.2,40600
26,Male,Master's,Full Stack Developer,4.1,81700
29,Female,Master's,Information Security Analyst,10.1,131800
27,Female,Bachelor's,IT Consultant,5.0,82000
30,Male,Master's,Senior IT Consultant,8.4,116300
31,Female,Master's,Senior DevOps Engineer,9.5,132300
39,Female,Master's,IT Program Manager,17.7,188900
19,Female,Master's,Junior UI/UX Designer,0.1,26900
24,Male,Master's,Cybersecurity Analyst,2.2,57200
27,Male,Master's,UI/UX Designer,4.3,81300
21,Female,Master's,Junior QA Tester,1.5,43300
29,Female,Master's,Cloud Solutions Architect,6.4,94200
23,Female,Master's,Junior DevOps Engineer,1.1,36200
30,Male,Bachelor's,Senior Network Engineer,8.0,110500
32,Female,Master's,Machine Learning Engineer,9.9,127400
20,Male,PhD,Trainee Software Engineer,1.7,51700
22,Female,Master's,Junior Cloud Support Engineer,1.0,36500
50,Female,Master's,Director of Data Science,29.6,274600
40,Female,Master's,IT Program Manager,17.4,199500
27,Female,Bachelor's,Full Stack Developer,5.7,84900
25,Female,Master's,Cloud Support Engineer,2.2,48400
30,Male,PhD,Machine Learning Engineer,11.2,163600
31,Female,PhD,Machine Learning Engineer,11.7,176400
25,Male,Bachelor's,IT Consultant,3.6,65400
28,Male,Master's,IT Project Manager,9.0,124100
21,Male,Bachelor's,Junior Cloud Support Engineer,1.3,39100
27,Male,PhD,Senior Network Engineer,6.8,107700
25,Female,Master's,Junior Web Developer,2.0,53800
28,Male,Master's,Senior Data Engineer,7.7,106100
26,Male,PhD,System Administrator,3.2,69300
23,Male,Bachelor's,Junior Mobile App Developer,0.3,30000
25,Female,Bachelor's,Web Developer,5.7,89600
34,Male,Bachelor's,Senior Network Engineer,11.3,144900
22,Female,Bachelor's,Full Stack Developer,3.1,62800
20,Female,Bachelor's,Junior DevOps Engineer,0.1,27800
22,Male,Bachelor's,Junior Cloud Support Engineer,1.0,38900
35,Female,PhD,Lead Cybersecurity Engineer,11.9,162100
30,Male,Master's,Platform Engineer,7.5,111400
29,Male,Bachelor's,Senior Mobile App Developer,9.2,118800
36,Female,Bachelor's,Principal Engineer,16.0,172500
23,Female,Bachelor's,Network Engineer,2.8,62000
25,Male,Bachelor's,Network Engineer,2.6,57500
29,Male,Bachelor's,Software Engineer,5.9,84600
30,Female,Bachelor's,Senior Database Administrator,9.4,124200
25,Female,Master's,Mobile App Developer,5.2,91100
32,Male,Bachelor's,Senior Mobile App Developer,11.6,150300
23,Female,Bachelor's,IT Support Technician,1.1,36300
21,Female,Master's,Junior Web Developer,1.6,44400
24,Female,Master's,Cloud Support Engineer,3.3,67400
23,Male,Master's,Junior Web Developer,0.4,29200
22,Female,Bachelor's,Junior QA Tester,0.2,29000
20,Male,Master's,Junior Business Intelligence Analyst,1.1,40600
26,Male,Master's,Software Test Engineer,4.3,77000
31,Female,Master's,Machine Learning Engineer,9.1,139600
20,Female,Bachelor's,Junior Mobile App Developer,0.5,27000
24,Male,Bachelor's,IT Business Analyst,2.1,48800
31,Male,Master's,Data Engineer,10.8,153700
25,Male,Bachelor's,IT Business Analyst,2.6,54600
21,Female,Bachelor's,Mobile App Developer,2.3,53200
31,Female,PhD,Senior Frontend Developer,9.1,148200
20,Female,Bachelor's,Junior Software Developer,0.1,26100
24,Male,Bachelor's,Software Engineer,4.9,82100
21,Male,Bachelor's,Help Desk Technician,0.2,29000
21,Male,Bachelor's,Software Engineer,2.4,52800
23,Male,Bachelor's,Junior Database Administrator,1.7,43100
29,Female,Bachelor's,Senior Cybersecurity Analyst,10.1,147700
24,Female,Master's,System Administrator,5.6,98100
24,Female,Master's,Junior Cybersecurity Analyst,1.5,44300
28,Female,Bachelor's,IT Project Manager,8.9,123900
25,Female,Bachelor's,Database Administrator,2.3,47800
22,Male,Bachelor's,Junior UI/UX Designer,0.9,34200
24,Female,Master's,Full Stack Developer,2.2,53100
40,Female,Master's,Chief Information Security Officer,18.9,195500
25,Female,Bachelor's,Business Intelligence Analyst,3.5,72300
26,Female,Bachelor's,UI/UX Designer,5.0,81500
23,Female,Bachelor's,Junior Database Administrator,0.9,33700
26,Female,Master's,IT Project Manager,6.6,104900
23,Male,Bachelor's,Junior DevOps Engineer,1.8,44100
22,Female,Bachelor's,Network Engineer,2.2,50900
22,Male,Master's,Software Engineer,2.4,51600
22,Female,Bachelor's,Junior Database Administrator,0.9,34900
29,Female,Master's,Senior QA Engineer,8.2,134000
40,Male,Master's,Solutions Architect,17.5,180800
22,Female,Master's,Mobile App Developer,2.6,60900
30,Male,Master's,Data Engineer,11.4,149200
21,Female,Bachelor's,Junior UI/UX Designer,1.2,38600
41,Female,PhD,VP of Information Technology,21.1,229000
25,Female,Master's,IT Business Analyst,2.1,51900
21,Female,Bachelor's,Junior QA Tester,1.2,38800
26,Male,Master's,Full Stack Developer,4.4,77900
24,Female,Bachelor's,Cybersecurity Analyst,2.3,48100
36,Female,PhD,Head of Cloud Infrastructure,16.5,187800
23,Male,Bachelor's,Junior Data Analyst,0.9,36600
43,Male,PhD,Director of Data Science,21.7,250300
24,Female,Bachelor's,Backend Developer,4.0,70500
22,Female,Bachelor's,Junior Cloud Support Engineer,0.8,35400
21,Male,Bachelor's,Junior Database Administrator,1.2,36600
22,Male,Bachelor's,Junior Data Analyst,1.4,42000
51,Female,Bachelor's,Director of Software Development,29.8,258700
28,Female,Bachelor's,Senior System Administrator,9.2,130700
30,Female,Master's,Senior Automation Engineer,10.4,145300
34,Male,Master's,Lead Data Scientist,11.8,158000
26,Male,Master's,Network Engineer,4.8,92700
47,Male,Master's,Director of Engineering,26.8,265100
30,Male,Master's,Senior Network Engineer,6.9,91600
29,Female,Master's,Machine Learning Engineer,9.7,144600
24,Female,Bachelor's,DevOps Engineer,4.2,71300
25,Female,Bachelor's,UI/UX Designer,3.4,63600
33,Male,Master's,Lead Cybersecurity Engineer,14.9,177800
23,Male,Bachelor's,Junior Mobile App Developer,1.4,39800
32,Female,Master's,Senior Automation Engineer,9.8,139800
25,Female,Master's,System Administrator,3.6,71800
25,Female,Master's,Database Administrator,2.5,58100
26,Female,Bachelor's,Network Engineer,5.0,77600
22,Male,Master's,Backend Developer,2.2,49300
25,Female,Bachelor's,IT Consultant,4.3,78400
28,Male,Master's,Information Security Analyst,9.5,146400
28,Male,Master's,Network Engineer,5.7,89500
21,Female,Bachelor's,Junior QA Tester,1.0,34900
33,Male,Master's,QA Manager,10.5,137800
25,Male,Master's,Platform Engineer,6.1,90600
28,Male,Bachelor's,IT Consultant,5.2,73000
30,Male,Bachelor's,Senior Data Analyst,10.6,147200
27,Female,Bachelor's,Web Developer,4.8,84300
23,Female,PhD,Junior Database Administrator,1.8,50500
28,Female,Master's,Senior System Administrator,9.4,124700
23,Female,Master's,Network Engineer,3.6,72000
48,Female,PhD,VP of Data & Analytics,26.0,275300
35,Female,PhD,Database Manager,14.6,184600
25,Female,Master's,UI/UX Designer,4.5,87500
30,Male,Master's,Senior DevOps Engineer,7.1,110500
,,,,,
32,Female,Bachelor's,Infrastructure Manager,10.1,125800
22,Female,PhD,Software Test Engineer,3.8,73700
35,Female,Master's,Director of Data Science,15.5,185600
23,Female,Master's,Automation Engineer,3.5,74500
26,Female,Bachelor's,Technical Support Engineer,6.0,88900
25,Female,Bachelor's,Cybersecurity Analyst,3.1,60100
40,Male,Master's,Lead Software Engineer,17.9,201300
47,Female,Master's,Director of Data Science,25.1,254500
31,Male,Bachelor's,Senior Frontend Developer,8.7,113400
31,Male,PhD,Senior Backend Developer,9.0,133700
29,Male,PhD,Senior Cybersecurity Analyst,7.5,115400
26,Male,Master's,IT Business Analyst,4.1,83400
25,Female,Bachelor's,Cybersecurity Analyst,3.0,56000
28,Male,Master's,Senior Software Engineer,8.2,122800
21,Female,Master's,Junior QA Tester,1.4,43600
25,Female,Bachelor's,Business Intelligence Analyst,4.4,68100
29,Male,Master's,Backend Developer,6.0,105100
25,Male,PhD,Backend Developer,3.2,68400
31,Male,Master's,Senior Data Analyst,9.0,136300
26,Female,Bachelor's,Full Stack Developer,3.4,67200
24,Female,Master's,Junior Software Developer,1.3,43600
23,Male,Master's,Business Intelligence Analyst,2.4,61300
34,Male,Master's,Lead Data Scientist,14.0,163700
33,Male,PhD,Network Manager,11.8,149000
23,Female,Bachelor's,Junior Cybersecurity Analyst,0.3,28600
30,Female,Bachelor's,Senior DevOps Engineer,11.1,145500
30,Female,PhD,Cloud Solutions Architect,11.0,163400
28,Female,Master's,Senior Frontend Developer,7.1,111200
22,Male,Bachelor's,Junior Network Technician,0.8,34600
20,Female,Master's,Junior Database Administrator,0.7,34400
21,Male,Bachelor's,Cybersecurity Analyst,2.0,48200
26,Male,Bachelor's,Backend Developer,5.5,87600
40,Female,Master's,Solutions Architect,16.9,195500
22,Male,Bachelor's,Junior Mobile App Developer,0.6,30400
26,Male,Master's,IT Business Analyst,4.2,73200
21,Male,Bachelor's,IT Support Technician,2.0,44300
20,Male,Bachelor's,Junior QA Tester,0.4,29600
23,Male,Master's,Automation Engineer,3.2,66600
26,Female,Bachelor's,System Administrator,4.7,73600
41,Male,Master's,VP of Engineering,21.9,231000
24,Male,Master's,Cybersecurity Analyst,4.3,80000
28,Female,Master's,Senior IT Consultant,7.7,118100
21,Female,Bachelor's,Junior Web Developer,1.4,41400
29,Female,Master's,Senior Web Developer,7.2,110300
23,Female,Master's,Junior Data Analyst,0.8,36300
32,Female,Master's,Senior Automation Engineer,8.8,132800
25,Male,Bachelor's,Network Engineer,5.5,81800
28,Male,Master's,Senior Data Engineer,7.6,117000
25,Female,Bachelor's,Technical Support Engineer,5.0,79100
21,Male,Bachelor's,Junior Mobile App Developer,1.3,38900
23,Male,Bachelor's,Junior DevOps Engineer,1.7,44700
20,Female,Bachelor's,Junior DevOps Engineer,0.1,26300
30,Male,Master's,IT Program Manager,11.6,147000
20,Male,Bachelor's,Junior Mobile App Developer,0.6,30100
23,Male,Bachelor's,Junior Cloud Support Engineer,0.7,31400
25,Female,Bachelor's,IT Business Analyst,3.9,73300
40,Male,Bachelor's,Director of Cybersecurity,16.8,172300
24,Female,Bachelor's,Junior Web Developer,1.2,38100
24,Female,PhD,Web Developer,2.9,70900
29,Male,Master's,Data Engineer,7.8,123400
25,Male,Bachelor's,Data Analyst,5.0,76600
22,Male,Master's,Technical Support Engineer,2.4,50500
21,Male,Bachelor's,Junior Network Technician,1.2,38200
23,Male,Master's,Help Desk Technician,1.8,48400
28,Male,Master's,Network Engineer,5.7,93800
25,Female,Master's,Web Developer,2.6,64200
30,Male,Bachelor's,Senior Network Engineer,10.8,143900
22,Female,Bachelor's,Junior Web Developer,0.1,25000
33,Male,Master's,Data Scientist,10.6,153700
39,Female,Master's,Director of Cybersecurity,17.1,200800
33,Female,Master's,Senior Automation Engineer,10.1,128800
32,Male,Bachelor's,Principal Cloud Architect,12.2,142000
29,Male,Master's,Senior Full Stack Developer,10.4,138600
29,Male,Bachelor's,Senior DevOps Engineer,6.6,108600
23,Female,Bachelor's,Junior DevOps Engineer,1.2,38100
24,Female,Bachelor's,Cloud Support Engineer,4.2,71400
24,Female,PhD,Automation Engineer,3.4,78600
26,Female,Bachelor's,Frontend Developer,3.0,57900
23,Male,Bachelor's,Junior QA Tester,1.8,42500
22,Male,Master's,Software Test Engineer,2.7,66900
39,Male,Bachelor's,Lead Cybersecurity Engineer,16.8,173100
23,Female,Master's,Trainee Software Engineer,0.3,32000
34,Female,Master's,Senior Frontend Developer,11.8,170700
34,Male,Master's,Senior Cloud Engineer,11.4,169800
23,Male,Master's,Cybersecurity Analyst,2.7,61900
29,Female,Bachelor's,Senior Frontend Developer,7.1,99600
33,Female,PhD,Database Manager,11.1,161000
20,Male,Master's,Junior Data Analyst,0.3,31600
32,Female,Master's,IT Project Manager,9.5,149600
23,Male,Bachelor's,Data Analyst,3.5,63000
30,Female,Master's,Senior Web Developer,9.4,134800
26,Male,Bachelor's,Data Analyst,5.3,86100
24,Male,Master's,Automation Engineer,3.6,72000
21,Female,Bachelor's,Junior Mobile App Developer,0.9,36100
27,Male,Bachelor's,Full Stack Developer,4.6,72600
28,Female,Master's,Network Engineer,5.4,95000
25,Female,Bachelor's,Cloud Support Engineer,3.0,60300
23,Male,Bachelor's,IT Support Technician,0.1,28600
24,Male,Bachelor's,Technical Support Engineer,3.6,66500
28,Male,Master's,Machine Learning Engineer,7.0,115900
20,Male,Bachelor's,Junior Cloud Support Engineer,0.4,31800
23,Male,Bachelor's,Help Desk Technician,0.9,36100
22,Male,Bachelor's,Junior Cybersecurity Analyst,1.5,39000
23,Female,Bachelor's,Junior Database Administrator,1.1,37300
34,Female,Master's,Principal Cloud Architect,13.0,163800
21,Male,Master's,Help Desk Technician,1.2,42000
25,Male,Bachelor's,IT Business Analyst,3.2,55800
40,Male,Bachelor's,Engineering Manager,18.0,185500
23,Female,PhD,Junior QA Tester,2.0,51000
36,Female,PhD,Lead Cybersecurity Engineer,14.7,188800
38,Male,PhD,VP of Data & Analytics,17.5,214800
24,Female,Master's,Junior DevOps Engineer,1.3,42500
21,Male,Bachelor's,Junior Cybersecurity Analyst,1.8,43400
27,Male,Master's,Platform Engineer,7.0,106900
34,Female,Bachelor's,Lead DevOps Engineer,11.8,142200
23,Female,Master's,Junior Cloud Support Engineer,0.9,36900
31,Male,Master's,Senior Data Analyst,8.4,118300
27,Female,Bachelor's,Software Engineer,5.1,74300
25,Male,Master's,Mobile App Developer,3.3,70700
35,Male,Bachelor's,Database Manager,13.1,137500
21,Female,Master's,Help Desk Technician,0.7,34200
23,Female,Bachelor's,Junior Software Developer,0.4,28600
21,Male,Master's,Junior QA Tester,1.1,42800
21,Female,Master's,Junior QA Tester,1.0,39900
28,Female,Master's,Senior UI/UX Designer,6.0,93000
33,Female,Bachelor's,Senior Software Engineer,10.1,136400
23,Female,Bachelor's,QA Engineer,4.4,74300
22,Male,Bachelor's,Junior System Administrator,0.5,30900
27,Male,Master's,Software Engineer,4.7,81700
34,Female,PhD,QA Manager,11.6,158500
26,Female,Bachelor's,Mobile App Developer,5.2,84300
31,Female,Bachelor's,Senior System Administrator,11.5,155100
43,Male,Bachelor's,Director of Engineering,22.9,199500
,,,,,
21,Female,Bachelor's,Help Desk Technician,1.9,44600
34,Male,Master's,Senior Web Developer,11.9,157400
26,Male,Bachelor's,Cybersecurity Analyst,4.9,77700
20,Male,Master's,Junior QA Tester,0.8,37200
29,Male,Bachelor's,Senior Web Developer,6.6,95300
29,Male,Master's,Senior DevOps Engineer,8.0,116800
22,Male,Bachelor's,IT Support Technician,0.4,31000
31,Male,Master's,Machine Learning Engineer,8.5,116100
25,Male,Bachelor's,Mobile App Developer,5.9,91000
22,Female,Master's,Junior Network Technician,1.1,38100
30,Female,Master's,Senior Mobile App Developer,7.4,119400
32,Female,Bachelor's,Platform Engineer,11.8,151700
27,Female,Bachelor's,Senior Cloud Engineer,7.7,108100
22,Male,Master's,IT Support Technician,1.1,40600
30,Male,Bachelor's,IT Program Manager,11.8,139900
25,Female,Bachelor's,UI/UX Designer,2.6,52600
31,Female,PhD,Senior UI/UX Designer,8.4,138400
24,Male,Bachelor's,Automation Engineer,2.3,54500
23,Female,Master's,DevOps Engineer,2.8,61200
23,Male,Bachelor's,IT Support Technician,0.3,27900
31,Female,Bachelor's,Senior Mobile App Developer,11.7,145500
21,Female,PhD,Help Desk Technician,0.8,38900
42,Male,Master's,VP of Information Technology,21.6,230600
33,Male,Bachelor's,Senior DevOps Engineer,10.5,142500
29,Male,Master's,Senior System Administrator,7.8,119200
20,Female,Bachelor's,Junior Database Administrator,0.3,29400
35,Female,Master's,Lead DevOps Engineer,16.1,179600
30,Female,Master's,Senior Network Engineer,7.9,118400
23,Male,Master's,Junior Data Analyst,0.8,34700
24,Female,Bachelor's,IT Business Analyst,3.9,67800
30,Female,Master's,Senior Full Stack Developer,9.4,142600
21,Male,Master's,Junior Web Developer,0.9,38300
26,Male,Master's,Cloud Support Engineer,5.8,97800
39,Female,PhD,Lead Cybersecurity Engineer,16.6,197000
35,Female,PhD,QA Manager,13.6,178700
27,Male,Bachelor's,Platform Engineer,7.5,103700
29,Female,PhD,Senior Automation Engineer,8.7,147900
26,Female,Master's,Frontend Developer,3.1,68600
24,Male,Master's,IT Consultant,2.8,56100
23,Female,Bachelor's,Help Desk Technician,1.2,37600
32,Male,Master's,Database Manager,11.5,150300
36,Female,Master's,Lead DevOps Engineer,17.5,193300
22,Male,Master's,Junior Business Intelligence Analyst,1.2,38200
30,Female,Bachelor's,Senior System Administrator,9.3,123500
25,Female,Bachelor's,QA Engineer,5.3,81200
23,Male,Master's,System Administrator,3.1,59900
44,Male,Master's,Head of Cloud Infrastructure,24.6,236400
36,Male,Master's,Lead Data Engineer,15.0,178400
46,Male,Bachelor's,Director of Data Science,26.4,222200
27,Male,Bachelor's,Network Engineer,4.7,76400
